PK3CG	1	GSK2126458;GSK1059615;Buparlisib;BGT226;GDC-0032;CH-5132799;PQR309;BEZ235;AR-12;AR-12;AR-12;XL147;TG100-115;BAY 1082439;PF-05212384;PX-866;IPI-145;SAR245408 + MSC1936369B;GDC0941;PF-04691502;PF-04691502;BYL719;BYL719;BYL719;GDC-0980;SF1126;SAR245409/MSC1936369B combination therapy;CHU;CHU;ZSTK474;BAY 80-6946;BAY 80-6946;CUDC-907;CUDC-907;CUDC-907;DS-7423;DS-7423;DS-7423	TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD
IF4E	2	LY2275796	TTD
DNMT1	2	Palifosfamide;Palifosfamide;Oral azacitidine;Oral azacitidine;CC-486;Antroquinonol;RX-3117;S-110;SGI110;SGI110	TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD
XIAP	2	AEG35156;GDC-0152	TTD;TTD
S5A1	2	FR-146687;MK-386;ONO-3805;FK-143;AS-601811;IZONSTERIDE	TTD;TTD;TTD;TTD;TTD;TTD
AURKC	2	MK-6592;HPP-607	TTD;TTD
IDH1	2	AG-120;AG-120;AG-120;AG-120	OncoKB;OncoKB;OncoKB;OncoKB
TPBG	2	Naptumomab estafenatox;CV-9201;PF-06263507;TroVax	TTD;TTD;TTD;TTD
CEAM5	2	IDM-2101;123-Iodine-labeled MFE-23;SAR408701;CIGB-M3;AVX701;Labetuzumab I-131;RG7813;MEDI-565;CAP1-6D;CeaVac;KSB-303;GI-6207;GI-6207;Pentacea;DNA fusion vaccine;CT84.66;MV-CEA	TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD
SLIK6	2	ASG-15ME	TTD
RET	1	Ponatinib;Sorafenib;Sorafenib;Sorafenib;Liatermin;Vandetanib;MGCD516;tamatinib;Lenvatinib mesylate;Regorafenib	TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD
CLD18	2	Claudiximab	TTD
IL6	1	Ibudilast;YSIL6;C326;C326;Siltuximab;MEDI5117	TTD;TTD;TTD;TTD;TTD;TTD
PROM1	2	ICT-121	TTD
NF1	3	Trametinib;Trametinib;PLX3397, binimetinib	OncoKB;OncoKB;OncoKB
PRLR	2	Endostatin;LFA-102	TTD;TTD
HDAC1	1	OBP-801;SB-623;ITF2357;AN-9;Pyroxamide;Pyroxamide;Tacedinaline;SB-639;HDAC-42;SNDX-275;Resminostat;NVP-LAQ824;NVP-LAQ824;PXD101;PXD101;PXD101;PXD101;PXD101;Vorinostat;CI-994;CHR-3996;MS-275;RG-2833;MGCD-0103;Sodium butyrate;Sodium butyrate;Romidepsin;Romidepsin;Romidepsin;LAQ824;Phenylbutyrate;Panobinostat;Panobinostat;PDX-101	TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD
GUC2C	2	Linaclotide;Guanilib;ISIS-GCCRrx;MLN0264;MD-1100;MD-1100;ISIS-GCGRrx	TTD;TTD;TTD;TTD;TTD;TTD;TTD
MDM2	2	AMG 232;AMG 232;SAR-405838;DS-3032;RG7388;RG7388;RG7388;JNJ-26854165;JNJ-26854165;JNJ-26854165;JNJ-26854165;SAR405838;RG7775;R7112;CGM097	TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD
PLK1	2	MK-1496;BI 6727;BI 2536;Volasertib;GSK461364;Rigosertib;HMN-214;HMN-214;TAK-960;TKM-PLK1	TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD
NTR1	2	Meclinertant	TTD
ACVL1	2	PF-03446962;ACE-041	TTD;TTD
NRAS	2	Selumetinib + Radioiodine Uptake Therapy;Ribociclib + binimetinib, binimetinib	OncoKB;OncoKB
CTNB1	2	CEQ-508	TTD
TNF10	2	Rh-Apo2L;DA-3607;Ad5-TRAIL	TTD;TTD;TTD
AURKA	2	AMG 900;VX-680;MLN8054;VX-689;VX-689;PF-03814735;PHA-680632;R763;R763;AT9283;PHA-739358;SNS-314;MK-5108;ENMD-2076;CYC116;SU-6668;ABT-348;ABT-348;ABT-348;AZD1152;AZD1152;TAS-119;MLN8237	TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD
VDAC2	2	PRLX93936	TTD
P53	2	Dendritic cell vaccine;CGM097;HDM201;ALT-801;INGN-234;Curaxin CBLC102;Contusugene ladenovec;Thioureidobutyronitrile;SAR405838;INGN-225;ISA-P53-01;ONYX-015;Ad-p53;SGT-53	TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD
THIO	2	PX-12	TTD
HPGDS	1	Praziquantel;HF-0220	TTD;TTD
PK3CB	2	Buparlisib;INK-1117;PQR309;GSK2636771;CH-5132799;AZD8186	TTD;TTD;TTD;TTD;TTD;TTD
AKT2	2	BAY1125976	TTD
ITB3	2	ATN-161;SB-267268;Cilengitide;Fluciclatide F-18;SB-273005;AMEP;VLTS-589;Vitaxin;Intetumumab	TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD
SPHK2	2	Phenoxodiol;Phenoxodiol	TTD;TTD
PSA	2	CHR-2797	TTD
MAP2K1	2	Cobimetinib, Selumetinib, Trametinib;Cobimetinib, Selumetinib, Trametinib;Cobimetinib, Selumetinib, Trametinib;Cobimetinib, Selumetinib, Trametinib	OncoKB;OncoKB;OncoKB;OncoKB
EGFR	1	Afatinib, Erlotinib, Gefitinib;Erlotinib, Afatinib, Gefitinib;Afatinib, Erlotinib, Gefitinib;Erlotinib, Afatinib, Gefitinib;Afatinib, Erlotinib, Gefitinib;Gefitnib, Afatinib, Erlotinib;Afatinib, Erlotinib, Gefitinib;Erlotinib, Afatinib, Gefitinib;Osimertinib;Afatinib, Erlotinib, Gefitinib;Erlotinib, Afatinib, Gefitinib;Afatinib, Erlotinib, Gefitinib;Icotinib hydrochloride;ASP8273;MM-151;MM-151;Vandetanib;MR1-1;PF-299804;Zalutumumab;PD-153035;BMS-690514;Rindopepimut;Rindopepimut;Tykerb;ABT-414;TT-100;EGF816;CUDC-101;SKI-758;BIBW 2992;Necitumumab;Necitumumab;Necitumumab;SN-32793;SYM-004;Cetuximab;HER1-VSSP vaccine;AZD9291;RG7597;RG7597;Erlotinib;Erlotinib;Erlotinib;Erlotinib;Bevacizumab + Erlotinib;BMS-599626;JNJ-26483327;Varlitinib;CI-1033;IMC-C225;HM-78136B;MM-121;Matuzumab;AP26113;Sym004;Sym004;Panitumumab;Panitumumab;DE-766;DE-766;CO-1686;CetuGEX;Epidermal growth factor;HKI-272;Pelitinib;CP-358774;S-222611;Cipatinib;EMD 55900;NERATINIB;VATALANIB;Tyverb/Tykerb;Tyverb/Tykerb;Tyverb/Tykerb;BIBX-1382;MEHD-7945A;Indium-111;RG7160;RG7160;AMG 595;HEGF;Gefitinib;Gefitinib;Gefitinib;Dacomitinib;DWP-401;IMGN289;Pazopanib + Tyverb/Tykerb;HER-2/HER-1 vaccine;Anti-HER3/EGFR DAF;AST-1306;AZD4769;TAK165;Lapatinib;ABT-806	OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD
SPTB2	2	ABT-413	TTD
NFKB1	2	CAT 1004;P54	TTD;TTD
ROS1	2	Cabozantinib	OncoKB
PDCD2	2	RHIgM12B7	TTD
EPCAM	1	MT-110;IGN-101;ING-1;Citatuzumab bogatox;VB4-845;AMG 110;AMG 110	TTD;TTD;TTD;TTD;TTD;TTD;TTD
HEMH	1	Methyl aminolevulinate;Methyl aminolevulinate	TTD;TTD
TR10A	2	RhApo2L/TRAIL;Mapatumumab;Mapatumumab;Mapatumumab;Mapatumumab;Mapatumumab;Mapatumumab	TTD;TTD;TTD;TTD;TTD;TTD;TTD
CLUS	2	OGX-011	TTD
PIGF	1	Ziv-aflibercept	TTD
GASR	1	Itriglumide;GV-150013;GASTRAZOLE;L-365260;CR-2093;Ceruletide;Ceruletide;SKF-96067;PD-134308;Spiroglumide;TT-223;YF-476;Pentagastrin;SINCALIDE;Demogastrin;S-0509	TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD
NQO1	2	Apaziquone;Apaziquone	TTD;TTD
ANGP2	2	CVX-060;AMG 386;MEDI-3617;CVX-241;RG7221;REGN-910	TTD;TTD;TTD;TTD;TTD;TTD
WEE1	2	MK-1775	TTD
CTL4	2	ASG-5ME	TTD
SSR4	2	CAP-232;CAP-232;CAP-232;TLN-4601;FK-960;177Lu-DOTATATE;FK-962;177Lu-DOTA-octreotate (neuroendocrine tumors), Advanced Accelerator Applications;BIM-23268;SEGLITIDE	TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD
SRC	1	Bosutinib;Herbimycin A;KX01;KX2-361;SKI-758;KX-02;AZD0530;Dasatinib;Dasatinib	TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD
CDK2	1	SNS-032;PHA848125;PHA848125;Ro 31-7453;AT7519;SCH 727965;Capridine-beta;AG-024322;ZK 304709;Flavopiridol;Flavopiridol;Flavopiridol;BAY 10-00394;R-roscovitine;Seliciclib;R547;RGB-286638;PHA-793887	TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD
FCAR	2	MDX-214	TTD
ERCC2	2	Cisplatin	OncoKB
MRP2	2	MK-571	TTD
MA2A1	2	Tridolgosir	TTD
NUCL	2	ACT-GRO-777;IPP-204106;Itarnafloxin	TTD;TTD;TTD
I13R2	2	Anrukinzumab;Tralokinumab;ICT-107;ICT-107	TTD;TTD;TTD;TTD
TNR5	2	AP1903;Lucatumumab;SGN-40;PG-102;ASKP-1240;Chi Lob 7/4	TTD;TTD;TTD;TTD;TTD;TTD
CCND1	2	ON 013105;ON 013105;ON 013105;ON 013105;Briciclib	TTD;TTD;TTD;TTD;TTD
NR1H4	1	obeticholic acid;SB-756050;Guggulsterone;Turofexorate isopropyl	TTD;TTD;TTD;TTD
PIK3CA	2	alpelisib	OncoKB
HPSE	2	PI-88;PI-88;Neutralase;PG-545	TTD;TTD;TTD;TTD
TDGF1	2	BIIB 015	TTD
B2CL1	2	Obatoclax	TTD
FLT3	2	Sorafenib	OncoKB
BRS3	2	Demobesin;BAY-86-7548	TTD;TTD
ALK	2	Brigatinib;Brigatinib	OncoKB;OncoKB
EGFL7	2	MEGF0444A;MEGF0444A;MEGF0444A;Anti-EGFL7;RG7414;RG7414;RG7414	TTD;TTD;TTD;TTD;TTD;TTD;TTD
EZH2	3	Tazemetostat, GSK126	OncoKB
GRP78	2	NKP-1339;SAM-6;IT-139	TTD;TTD;TTD
CTLA4	1	CP-675206;Ipilimumab;Ipilimumab;Tremelimumab	TTD;TTD;TTD;TTD
BIRC3	2	GDC-0152;Birinapant;Debio 1143	TTD;TTD;TTD
SOAT2	2	ATR-101	TTD
MMP9	2	DP-b99;CIPEMASTAT;PG-116800;RS-130830;GS-5745;GS-5745;CURCUMIN;Neovastat;Neovastat;Neovastat;BAY-12-9566;Galarubicin	TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD
PARP1	1	ABT-767;BSI-201;INO-1001;MK-4827;Nicaraven;Olaparib;KU-0059436;BMN-673;Nicotinamide;E7016;E7016;AG140699;KU-0058948;MP-124;ABT-888;Intravenous minocycline;ONO-2231;AG-14699;CEP-9722;CEP-9722	TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD
KLF4	2	APTO-253	TTD
TOP1	2	TLC-388;CRLX101;CRLX101;Etirinotecan pegol;PEG-SN38;PEG-SN38;Karenitecin;Karenitecin;ABI-011;ABI-011;XMT-1001;AR-67;AR-67	TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD
NOTC3	2	Tarextumab	TTD
ERBB3	2	Drug 2849330;Elisidepsin;MM-141;Anti-HER3/EGFR DAF;MEHD-7945A;MM-121;GSK2849330;MM-111;AMG888/U3-1287;KTN3379;LJM716;SAR256212;SAR256212;Recombinant human Erbb3 fragment therapeutic tumor vaccine;RG7116;AV-203;REGN1400;RG7597;RG7597;U3-1287;Patritumab	TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD
ATM	2	KU-60019	TTD
MYB	2	LR3001	TTD
ESR1	3	GDC-0810;GDC-0810	OncoKB;OncoKB
ERBB2	1	ado-trastuzumab emtansine, Pertuzumab + Trastuzumab, Lapatinib, Trastuzumab;Trastuzumab;TAK-285;MVA HER-2 AutoVac;Pelitinib;VM-206;Margetuximab;Pazopanib + Tyverb/Tykerb;HKI-272;Tykerb;MM-302;MM-302;Taxol/Paraplatin/Herceptin;Bevacizumab + Trastuzumab;Ertumaxomab;TrasGEX;CP-724714;HER-2 Protein AutoVac;Herceptin;Recombinant human Erbb3 fragment therapeutic tumor vaccine;Trastuzumab-DM1;Trastuzumab;Trastuzumab;Anti-CD3 and anti-Her2/neu bispecific antibody-armed activated T cells;Nelipepimut;Tyverb/Tykerb;Tyverb/Tykerb;Tyverb/Tykerb;HER2/neu peptide vaccine;AVX901;HM-78136B;BIBW 2992;HER2p63-71 peptide vaccine;CI-1033;TAK165;Zemab;Lapatinib;Cipatinib;Her2-targeted autologous T-cell therapy;ARRY-380;PF-05280014;ABY-025;AZD8931;S-222611;AST-1306;JNJ-26483327;MGAH22;BMS-599626;AGN-208397;Pertuzumab;Her-2-Bi-armed ATC	OncoKB;OncoKB;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD
RASN	2	GI-4000;GI-4000;GI-4000;Reovirus;Reovirus;Perillyl alcohol;Mutant ras vaccine;Salirasib	TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD
